106,90,101,90,123,144,93,77,68,102
120,117,112,118,152,181,136,105,112,100
136,156,135,123,150,166,132,102,157,140
172,133,111,131,110,146,132,96,109,80
157,83,120,142,120,120,131,93,77,90
168,108,171,140,104,136,170,109,76,93
94,146,188,129,116,162,142,96,79,89
59,166,181,108,112,165,152,99,77,92
103,152,188,110,112,149,169,132,77,69
120,123,143,93,112,149,169,132,69,59
